Web dev,App dev,Coding,AI,Cloud Computing,Architecture,Buisness administration,Full Stack,Ethical Hacking,Space,Aircrafts,Software Engineering,Graphics Designing,Role,,,
Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Not Interested,Poor,Poor,Poor,Poor,CSE,,,
Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,CSE,,,
Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Beginner,Poor,Poor,Poor,Poor,CSE,,,
Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Average,Poor,Poor,Poor,Poor,CSE,,,
Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Slightly Interested,Poor,Poor,Poor,Poor,CSE,,,
Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Moderately Interested,Poor,Poor,Poor,Poor,CSE,,,
Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Beginner,Not Interested,Beginner,Beginner,Beginner,Beginner,CSE,,,
Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Beginner,Poor,Beginner,Beginner,Beginner,Beginner,CSE,,,
Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,CSE,,,
Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Beginner,Average,Beginner,Beginner,Beginner,Beginner,CSE,,,
Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Beginner,Slightly Interested,Beginner,Beginner,Beginner,Beginner,CSE,,,
Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Beginner,Moderately Interested,Beginner,Beginner,Beginner,Beginner,CSE,,,
Average,Average,Average,Average,Highly Interested,Average,Average,Average,Not Interested,Average,Average,Average,Average,CSE,,,
Average,Average,Average,Average,Highly Interested,Average,Average,Average,Poor,Average,Average,Average,Average,CSE,,,
Average,Average,Average,Average,Highly Interested,Average,Average,Average,Beginner,Average,Average,Average,Average,CSE,,,
Average,Average,Average,Average,Highly Interested,Average,Average,Average,Average,Average,Average,Average,Average,CSE,,,
Average,Average,Average,Average,Highly Interested,Average,Average,Average,Slightly Interested,Average,Average,Average,Average,CSE,,,
Average,Average,Average,Average,Highly Interested,Average,Average,Average,Moderately Interested,Average,Average,Average,Average,CSE,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Not Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,CSE,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Poor,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,CSE,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Beginner,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,CSE,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Average,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,CSE,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,CSE,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Moderately Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,CSE,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Not Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,CSE,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Poor,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,CSE,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Beginner,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,CSE,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Average,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,CSE,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Slightly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,CSE,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,CSE,,,
Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,CSE,,,
Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Not Interested,CSE,,,
Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,Not Interested,CSE,,,
Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Not Interested,Not Interested,Average,Not Interested,Not Interested,Not Interested,CSE,,,
Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Not Interested,Not Interested,Slightly Interested,Not Interested,Not Interested,Not Interested,CSE,,,
Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Not Interested,Not Interested,Moderately Interested,Not Interested,Not Interested,Not Interested,CSE,,,
Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Poor,Not Interested,Poor,Poor,Poor,CSE,,,
Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,CSE,,,
Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Poor,Beginner,Poor,Poor,Poor,CSE,,,
Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Poor,Average,Poor,Poor,Poor,CSE,,,
Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Poor,Slightly Interested,Poor,Poor,Poor,CSE,,,
Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Poor,Moderately Interested,Poor,Poor,Poor,CSE,,,
Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Beginner,Beginner,Not Interested,Beginner,Beginner,Beginner,CSE,,,
Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Beginner,Beginner,Poor,Beginner,Beginner,Beginner,CSE,,,
Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,CSE,,,
Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Beginner,Beginner,Average,Beginner,Beginner,Beginner,CSE,,,
Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Beginner,Beginner,Slightly Interested,Beginner,Beginner,Beginner,CSE,,,
Beginner,Beginner,Beginner,Beginner,Highly Interested,Beginner,Beginner,Beginner,Beginner,Moderately Interested,Beginner,Beginner,Beginner,CSE,,,
Average,Average,Average,Average,Highly Interested,Average,Average,Average,Average,Not Interested,Average,Average,Average,CSE,,,
Average,Average,Average,Average,Highly Interested,Average,Average,Average,Average,Poor,Average,Average,Average,CSE,,,
Average,Average,Average,Average,Highly Interested,Average,Average,Average,Average,Beginner,Average,Average,Average,CSE,,,
Average,Average,Average,Average,Highly Interested,Average,Average,Average,Average,Average,Average,Average,Average,CSE,,,
Average,Average,Average,Average,Highly Interested,Average,Average,Average,Average,Slightly Interested,Average,Average,Average,CSE,,,
Average,Average,Average,Average,Highly Interested,Average,Average,Average,Average,Moderately Interested,Average,Average,Average,CSE,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Not Interested,Slightly Interested,Slightly Interested,Slightly Interested,CSE,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Poor,Slightly Interested,Slightly Interested,Slightly Interested,CSE,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Beginner,Slightly Interested,Slightly Interested,Slightly Interested,CSE,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Average,Slightly Interested,Slightly Interested,Slightly Interested,CSE,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,CSE,,,
Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Highly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Slightly Interested,Moderately Interested,Slightly Interested,Slightly Interested,Slightly Interested,CSE,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Not Interested,Moderately Interested,Moderately Interested,Moderately Interested,CSE,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Poor,Moderately Interested,Moderately Interested,Moderately Interested,CSE,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Beginner,Moderately Interested,Moderately Interested,Moderately Interested,CSE,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Average,Moderately Interested,Moderately Interested,Moderately Interested,CSE,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Slightly Interested,Moderately Interested,Moderately Interested,Moderately Interested,CSE,,,
Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Highly Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,Moderately Interested,CSE,,,
Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,CSE,,,
Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Not Interested,Not Interested,CSE,,,
Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,CSE,,,
Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Average,Not Interested,Not Interested,CSE,,,
Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Slightly Interested,Not Interested,Not Interested,CSE,,,
Not Interested,Not Interested,Not Interested,Not Interested,Highly Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Moderately Interested,Not Interested,Not Interested,CSE,,,
Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Poor,Poor,Not Interested,Poor,Poor,CSE,,,
Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,CSE,,,
Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Poor,Poor,Beginner,Poor,Poor,CSE,,,
Poor,Poor,Poor,Poor,Highly Interested,Poor,Poor,Poor,Poor,Poor,Average,Poor,Poor,CSE,,,
